"PRODUCT_ID","TITLE","DESCRIPTION"
40645,[NH농협카드] 12월 시도별 업종별 카드 이용건수 트렌드 (2019년 12월 ~ 2023년 12월),"12월의 시도별 업종별 카드이용건수 추이를 분석할 수 있는 데이터
"
40644,[NH농협카드] 12월 시도별 업종별 카드 이용금액 트렌드 (2019년 12월 ~ 2023년 12월),"12월의 시도별 업종별 카드이용금액 추이를 분석할 수 있는 데이터
"
40643,[NH농협카드] 업종별 카드이용현황_2023년 12월,"2023년 12월의 업종별 카드 이용현황
"
40642,[NH농협카드] 업종별 카드이용현황_2022년 12월,"2022년 12월의 업종별 카드 이용현황
"
40641,[NH농협카드] 업종별 카드이용현황_2021년 12월,"2021년 12월의 업종별 카드 이용현황
"
40640,[NH농협카드] 업종별 카드이용현황_2020년 12월,"2020년 12월의 업종별 카드 이용현황
"
40639,[NH농협카드] 업종별 카드이용현황_2019년 12월,"2019년 12월의 업종별 카드 이용현황
"
40638,[NH농협카드] 시도별 업종별 카드이용현황_2023년 12월,"2023년 12월의 시도별 업종별 카드 이용현황
"
40637,[NH농협카드] 시도별 업종별 카드이용현황_2022년 12월,"2022년 12월의 시도별 업종별 카드 이용현황
"
40636,[NH농협카드] 시도별 업종별 카드이용현황_2021년 12월,"2021년 12월의 시도별 업종별 카드 이용현황
"
40635,[NH농협카드] 시도별 업종별 카드이용현황_2020년 12월,"2020년 12월의 시도별 업종별 카드 이용현황
"
40634,[NH농협카드] 시도별 업종별 카드이용현황_2019년 12월,"2019년 12월의 시도별 업종별 카드 이용현황
"
40633,"202405 전국 행정동단위 SOHO 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40632,"202405 전국 시군구단위 SOHO 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40631,"202405 전국 시도단위 SOHO 데이터 ︎",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40630,"202405 전국 행정동단위 하이엔드 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40629, 202405 전국 시군구단위 하이엔드 데이터,본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40628,"202405 전국 시도단위 하이엔드 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40627,"202405 전국 행정동단위 자산평가 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40626,"202405 전국 시군구단위 자산평가 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40625,"202405 전국 시도단위 자산평가 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40624,"202405 전국 행정동단위 예금여력 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40623,"202405 전국 시군구단위 예금여력 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40622,"202405 전국 시도단위 예금여력 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40621,"202405 전국 행정동단위 연체정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40620,"202405 전국 시군구단위 연체정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40619,"202405 전국 시도단위 연체정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40618,"202405 전국 행정동단위 대출정보 데이터 ︎",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40617,"202405 전국 시군구단위 대출정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40616,"202405 전국 시도단위 대출정보 데이터 ︎",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40615,"202405 전국 행정동단위 소비정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40614,"202405 전국 시군구단위 소비정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40613,"202405 전국 시도단위 소비정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40612,"202405 전국 행정동단위 소득정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40611,"202405 전국 시군구단위 소득정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40610,"202405 전국 시도단위 소득정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40609,(결합데이터) LGU+ X 삼성카드 가명 결합 데이터,삼성카드 회원과 LGU+ 유동인구 정보 가명 결합 데이터
40608,(결합데이터) KT X 삼성카드 가명 결합 데이터,삼성카드 회원과 KT 유동인구 정보 가명 결합 데이터
40607,[NH농협카드] 일자별 소비현황_충북_2024년 3월,"2024년 3월 충북 지역 개인/기업별 카드 이용현황
"
40606,[NH농협카드] 일자별 소비현황_충남_2024년 3월,"2024년 3월 충남 지역 개인/기업별 카드 이용현황
"
40605,[NH농협카드] 일자별 소비현황_제주_2024년 3월,"2024년 3월 제주 지역 개인/기업별 카드 이용현황
"
40604,[NH농협카드] 일자별 소비현황_전북_2024년 3월,"2024년 3월 전북 지역 개인/기업별 카드 이용현황
"
40603,[NH농협카드] 일자별 소비현황_전남_2024년 3월,"2024년 3월 전남 지역 개인/기업별 카드 이용현황
"
40602,[NH농협카드] 일자별 소비현황_인천_2024년 3월,"2024년 3월 인천 지역 개인/기업별 카드 이용현황
"
40601,[NH농협카드] 일자별 소비현황_울산_2024년 3월,"2024년 3월 울산 지역 개인/기업별 카드 이용현황
"
40600,[NH농협카드] 일자별 소비현황_세종_2024년 3월,"2024년 3월 세종 지역 개인/기업별 카드 이용현황
"
40599,[NH농협카드] 일자별 소비현황_서울_2024년 3월,"2024년 3월 서울 지역 개인/기업별 카드 이용현황
"
40598,[NH농협카드] 일자별 소비현황_부산_2024년 3월,"2024년 3월 부산 지역 개인/기업별 카드 이용현황
"
40597,[NH농협카드] 일자별 소비현황_대전_2024년 3월,"2024년 3월 대전 지역 개인/기업별 카드 이용현황
"
40596,[NH농협카드] 일자별 소비현황_대구_2024년 3월,"2024년 3월 대구 지역 개인/기업별 카드 이용현황
"
40595,[NH농협카드] 일자별 소비현황_광주_2024년 3월,"2024년 3월 광주 지역 개인/기업별 카드 이용현황
"
40594,[NH농협카드] 일자별 소비현황_경북_2024년 3월,"2024년 3월 경북 지역 개인/기업별 카드 이용현황
"
40593,[NH농협카드] 일자별 소비현황_경남_2024년 3월,"2024년 3월 경남 지역 개인/기업별 카드 이용현황
"
40592,[NH농협카드] 일자별 소비현황_경기_2024년 3월,"2024년 3월 경기 지역 개인/기업별 카드 이용현황
"
40591,[NH농협카드] 일자별 소비현황_강원_2024년 3월,"2024년 3월 강원 지역 개인/기업별 카드 이용현황
"
40589,[2024-11호] 패션플랫폼 전성시대!,NH트렌드+는 NH농협은행의 데이터를 통해 사회 이슈와 트렌드를 알아보는 리포트입니다.
40588,"202406 연령대별 선호카테고리 TOP10","편의점 이용 고객의 연령대/성별에 따른 선호 데이터 제공
- 연령대별 편의점 선호 카테고리를 파악하여 타겟대상에 따른 마케팅 수단으로 활용가능
- 카테고리의 선호대상을 확인하여 상품개발시 활용가능"
40587,"202406 유통소비플랫폼 상품분류체계에 따른 매출구성비",GS25의 상품매출을 유통소비플랫폼의 상품분류체계를 적용하여 매출 집계 데이터로 어느 카테고리가 상대적으로 매출이 우수한지 확인할 수 있으며  카테고리의 월별 트랜드를 확인 할 수 있는 데이터임
40586,"202406 지역별 상품분류별 요일별 매출구성비","-. GS25 상품카테고리의 요일별 매출 구성비를 지역별로 분석이 가능 
 -. 법정동단위 지역을 구분하여 지역별 상품팔림새의 비교분석이 가능하고 팔림새의 그룹핑을 통해서 유사상권의 특성파악이 가능"
40585,"202406 지역별 상품분류별 시간대별_매출구성비","-. GS25 상품카테고리의 시간대별 매출 구성비를 지역별로 분석 가능한 월 집계 데이터 
-. 법정동단위 지역을 구분하여 지역별 상품팔림새의 비교분석이 가능하고 팔림새의 그룹핑을 통해서 유사상권의 특성파악이 가능"
40584,"202406 GS25 상품카테고리 별 지역별 강세 분석","전국 시/군/구 단위로 편의점의 상품 매출 비율을 통계하여 제공
각 지역의 상품 판매 평균과 전국 평균을 상품별로 비교하여 각 지역의 편의점 선호 상품을 제공함"
40583,"202406 지역별 상품분류별 매출구성비",GS25편의점의 상품카테고리별 매출 비중을 지역별로 차이가 있는지 비교분석 할 수 있는 월 집계 데이터로 지역별 선호 상품 카테고리를 확인 할 수 있음
40582,"202406 상품분류 지역별 매출구성비",GS25 상품카테고리별 지역별 매출구성비 월 집계 데이터로 지역별로 상품카테고리의 선호도를 차이를 확인 할 수 있는 데이터임
40581,"202406 상품분류 요일별 매출구성비",GS25 상품카테고리별 요일별 매출구성비 월 집계 데이터로 어느 카테고리의 요일별로 매출이 우수한지 등 요일 트랜드를 확인할 수 있음
40580,"202406 상품분류 시간대별 매출구성비",GS25 상품카테고리별 시간대별 매출구성비 월 집계 데이터로 어느 카테고리가 시간대별로 매출이 우수한지 확인할 수 있음
40579,"202406 지역별 GS25점포 매출분포","-. 전국 시/군/구 단위로 편의점 점포 매출수준을 통계하여 제공 
-. 각 지역의 점포별 매출수준을 그룹화하여 해당그룹에 어느정도의 점포가 포함되어 있는지를 수치화 하여 제공 "
40578,"202406 상품분류 매출구성비",GS25의 상품카테고리별 매출구성비 월 집계데이터로 어느 카테고리가 상대적으로 매출이 우수한지 확인할 수 있으며  카테고리의 월별 트랜드를 확인 할 수 있는 데이터임
40577,"202406 상품분류 구매횟수별 고객구성비",GS25 상품카테고리별 연령대 및 성별의 구매횟수별  월 집계 구성비 데이터로  연령대별로 어느 카테고리 상품을 상대적으로 구매 횟수가 높은지 확인 할 수 있는 데이터임
40576,"202406 상품분류 구매수량별 고객구성비",GS25 상품카테고리별 연령대 및 성별의 구매수량별  월 집계 구성비 데이터로  연령대별로 어느 카테고리 상품을 상대적으로 많이구매하는 지 확인 할 수 있는 데이터임
40575,"202406 상품분류별 고객군별 평균구매횟수",GS25 상품카테고리별 연령대 및 성별의 월평균 구매횟수 분석자료로 성별로 어느 카테고리상품을 자주 구매하는지  또는 연령대별로 어느 카테고리 상품을 상대적으로 자주 구매하는 지 확인 할 수 있는 데이터임
40574,바이오제약분야  FTO(자유실시) 특허 데이터(~2026년) 활용 팁!!,"해당 상품은 향후 3년내 만료되는 자유실시특허로 미국특허이며, 국내 제네릭 제조 제약회사가 필요로 하는 Orange Book 기반 특허 데이터입니다."
40573,[NH농협카드] 일자별 소비현황_2024년 3월,"2024년 3월 개인/기업별 카드 이용현황
"
40572,[2024-10호] 프랜차이즈 치킨 VS 냉동 치킨 ,NH트렌드+는 NH농협은행의 데이터를 통해 사회 이슈와 트렌드를 알아보는 리포트입니다.
40571,부산 경제상황 진단용 월정기 데이터 (2024.06),"부산 경제 상황 진단을 위한 맞춤형 지표 정보(2024.06)
(부산연구원만 이용 가능)"
40570,[NH농협카드] NH소비트렌드_온라인 명품 소비현황,NH농협카드를 통해 거래한 온라인 명품 소비 데이터 분석
40569,[NH농협카드] NH소비트렌드_해외여행 소비 트렌드,NH농협카드를 통해 거래한 해외여행 소비 데이터 분석 
40568,(결합데이터) 이마트24 편의점 X 삼성카드 카드 고객 결합 편의점 소비 데이터,삼성카드 카드 고객의 이마트24 편의점 이용 가명 결합 데이터
40567,(결합데이터) CU 편의점 X 삼성카드 카드 고객 결합 편의점 소비 데이터,삼성카드 카드 고객의 CU 편의점 이용 가명 결합 데이터
40566,"202404 전국 행정동단위 SOHO 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40565,"202404 전국 시군구단위 SOHO 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40564,"202404 전국 시도단위 SOHO 데이터 ︎",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40563,"202404 전국 행정동단위 하이엔드 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40562, 202404 전국 시군구단위 하이엔드 데이터,본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40561,"202404 전국 시도단위 하이엔드 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40560,"202404 전국 행정동단위 자산평가 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40559,"202404 전국 시군구단위 자산평가 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40558,"202404 전국 시도단위 자산평가 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40557,"202404 전국 행정동단위 예금여력 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40556,"202404 전국 시군구단위 예금여력 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40555,"202404 전국 시도단위 예금여력 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40554,"202404 전국 행정동단위 연체정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40553,"202404 전국 시군구단위 연체정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40552,"202404 전국 시도단위 연체정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40551,"202404 전국 행정동단위 대출정보 데이터 ︎",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40550,"202404 전국 시군구단위 대출정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40549,"202404 전국 시도단위 대출정보 데이터 ︎",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40548,"202404 전국 행정동단위 소비정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40547,"202404 전국 시군구단위 소비정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40546,"202404 전국 시도단위 소비정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40545,"202404 전국 행정동단위 소득정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40544,"202404 전국 시군구단위 소득정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40543,"202404 전국 시도단위 소득정보 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40542,[2024-09호] 휴가철 시작! 제주도 관광 트렌드 분석,NH트렌드+는 NH농협은행의 데이터를 통해 사회 이슈와 트렌드를 알아보는 리포트입니다.
40541,[전기일반승용차/EV6] 전기차 배터리 Raw Data (2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. 
"
40540,[전기일반승용차/니로 EV] 전기차 배터리 Raw Data (2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. 
"
40539,[전기일반승용차/아이오닉5 Long Range 2022] 전기차 배터리 Raw Data (2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. 
"
40538,"202405 연령대별 선호카테고리 TOP10","편의점 이용 고객의 연령대/성별에 따른 선호 데이터 제공
- 연령대별 편의점 선호 카테고리를 파악하여 타겟대상에 따른 마케팅 수단으로 활용가능
- 카테고리의 선호대상을 확인하여 상품개발시 활용가능"
40537,"202405 유통소비플랫폼 상품분류체계에 따른 매출구성비",GS25의 상품매출을 유통소비플랫폼의 상품분류체계를 적용하여 매출 집계 데이터로 어느 카테고리가 상대적으로 매출이 우수한지 확인할 수 있으며  카테고리의 월별 트랜드를 확인 할 수 있는 데이터임
40536,"202405 지역별 상품분류별 요일별 매출구성비","-. GS25 상품카테고리의 요일별 매출 구성비를 지역별로 분석이 가능 
 -. 법정동단위 지역을 구분하여 지역별 상품팔림새의 비교분석이 가능하고 팔림새의 그룹핑을 통해서 유사상권의 특성파악이 가능"
40535,"202405 지역별 상품분류별 시간대별_매출구성비","-. GS25 상품카테고리의 시간대별 매출 구성비를 지역별로 분석 가능한 월 집계 데이터 
-. 법정동단위 지역을 구분하여 지역별 상품팔림새의 비교분석이 가능하고 팔림새의 그룹핑을 통해서 유사상권의 특성파악이 가능"
40534,"202405 GS25 상품카테고리 별 지역별 강세 분석","전국 시/군/구 단위로 편의점의 상품 매출 비율을 통계하여 제공
각 지역의 상품 판매 평균과 전국 평균을 상품별로 비교하여 각 지역의 편의점 선호 상품을 제공함"
40533,"202405 지역별 상품분류별 매출구성비",GS25편의점의 상품카테고리별 매출 비중을 지역별로 차이가 있는지 비교분석 할 수 있는 월 집계 데이터로 지역별 선호 상품 카테고리를 확인 할 수 있음
40532,"202405 상품분류 지역별 매출구성비",GS25 상품카테고리별 지역별 매출구성비 월 집계 데이터로 지역별로 상품카테고리의 선호도를 차이를 확인 할 수 있는 데이터임
40531,"202405 상품분류 요일별 매출구성비",GS25 상품카테고리별 요일별 매출구성비 월 집계 데이터로 어느 카테고리의 요일별로 매출이 우수한지 등 요일 트랜드를 확인할 수 있음
40530,"202405 상품분류 시간대별 매출구성비",GS25 상품카테고리별 시간대별 매출구성비 월 집계 데이터로 어느 카테고리가 시간대별로 매출이 우수한지 확인할 수 있음
40529,"202405 지역별 GS25점포 매출분포","-. 전국 시/군/구 단위로 편의점 점포 매출수준을 통계하여 제공 
-. 각 지역의 점포별 매출수준을 그룹화하여 해당그룹에 어느정도의 점포가 포함되어 있는지를 수치화 하여 제공 "
40528,"202405 상품분류 매출구성비",GS25의 상품카테고리별 매출구성비 월 집계데이터로 어느 카테고리가 상대적으로 매출이 우수한지 확인할 수 있으며  카테고리의 월별 트랜드를 확인 할 수 있는 데이터임
40527,"202405 상품분류 구매횟수별 고객구성비",GS25 상품카테고리별 연령대 및 성별의 구매횟수별  월 집계 구성비 데이터로  연령대별로 어느 카테고리 상품을 상대적으로 구매 횟수가 높은지 확인 할 수 있는 데이터임
40526,"202405 상품분류 구매수량별 고객구성비",GS25 상품카테고리별 연령대 및 성별의 구매수량별  월 집계 구성비 데이터로  연령대별로 어느 카테고리 상품을 상대적으로 많이구매하는 지 확인 할 수 있는 데이터임
40525,"202405 상품분류별 고객군별 평균구매횟수",GS25 상품카테고리별 연령대 및 성별의 월평균 구매횟수 분석자료로 성별로 어느 카테고리상품을 자주 구매하는지  또는 연령대별로 어느 카테고리 상품을 상대적으로 자주 구매하는 지 확인 할 수 있는 데이터임
40524,[전기택시/아이오닉5 Standard 2WD Prestige] 전기차 배터리 Raw Data (2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. "
40523,[전기택시/니로EV플러스] 전기차 배터리 Raw Data (2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. "
40522,[전기버스/BLK] 전기차 배터리 Raw Data(2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. "
40520,[전기버스/범한자동차] 전기차 배터리 Raw Data (2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. "
40519,[전기버스/현대] 전기차 배터리 Raw Data (2023년도),"당사는 전기차 배터리 구독 및 관리 서비스를 통해 실시간 수집한 배터리 운행 데이터, 충방전 및
차량정보, 실제 구축 운영한 ESS데이터 그 외 등 맞춤형 데이터 제공합니다. 
"
40518,"202403 전국 행정동단위 SOHO 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40517,"202403 전국 시군구단위 SOHO 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40516,"202403 전국 시도단위 SOHO 데이터 ︎",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40515,"202403 전국 행정동단위 하이엔드 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40514,"202403 전국 시군구단위 하이엔드 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40513,"202403 전국 시도단위 하이엔드 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
40512,"202403 전국 행정동단위 자산평가 데이터",본 데이터는 KCB가 각 금융사들로부터 매일 수집하는 최신 금융 데이터를 공간 단위로 재가공해 월별로 제공하고 있습니다.
